question_id,answer_filename,answer_text,answer_correct
00041_36437,M3_1_01_00041_36437_A.png,"순환소수를 분수로 고친 다음, 제곱근을 구한다.",\[ \frac{2}{3} \] $ 0 . \dot{4}=\frac{4}{9}=\left(\frac{2}{3}\right)^{2} $ 이므로 $ 0 . \dot{4} $ 의 음의 제곱근은 $ -\frac{2}{3} $ 이다. $ 1 . \dot{7}=\frac{17-1}{9}=\frac{16}{9}=\left(\frac{4}{3}\right)^{2} $ 이므로 $ 1 . \dot{7} $ 의 양의 제곱근은 $ \frac{4}{3} $ 이다. 따라서 구하는 값은 $ \left(-\frac{2}{3}\right)+\frac{4}{3}=\frac{2}{3} $ 이다.
00041_36438,M3_1_01_00041_36438_A.png,"$ A=2^{4} \times 5^{2}=\left(2^{2} \times 5\right)^{2}=20^{2}$ 이므로 자연수 $ A $ 의 양의 제곱근은 20 이다. $ B=2^{6} \times 3^{4} \times 5^{2}=\left(2^{3} \times 3^{2} \times 5\right)^{2}=360^{2} $ 이므로 자연수 $ B $ 의 양의 제곱근은 $360$ 이다. 따라서 구하는 값은 $ 20+360=380 $ 이다. 두 자연수 $ A, B $ 를 (어 떤 수 $ )^{2} $ 의 꼴로 나타낸다.",$380$ (
00041_36439,M3_1_01_00041_36439_A.png,"① 제곱근 $5$ 는 $ \sqrt{5} $ 이고 $5$ 의 제곱근은 $ \pm \sqrt{5} $ 이다. ③ $ \sqrt{16} $ 은 $16$ 의 양의 제곱근이다. ④ $3$ 의 제곱근은 $ \sqrt{3},-\sqrt{3} $ 이다. ⑤ $2$ 는 $4$ 의 음의 제곱근이다. 양수 $ a $ 의 양의 제곱근은 $ \sqrt{a} $, 음의 제곱근은 $ -\sqrt{a} $ 이다.",②
00041_36440,M3_1_01_00041_36440_A.png,"㉠ 양수의 제곱근은 $2$ 개, $0$ 의 제곱근은 $1$개, 음수의 제곱근은 없다. ㉡ 양수 $ x $ 의 제곱근은 $ \pm \sqrt{x} $ 이므로 $ a+b=\sqrt{x}-\sqrt{x}=0 $ 이다. ㉢ -2 의 제곱근은 없다. ㉢ $ \sqrt{25}=5 $ 이므로 5 의 제곱근은 $ \pm \sqrt{5} $ 따라서 옳은 것은 ㉡, ㉣이다. 양수의 제곱근은 $2$개, $0$ 의 제곱근은 $1$ 개, 음수의 제곱근은 없다.",④
00041_36441,M3_1_01_00041_36441_A.png,"따라서 제곱근을 근호를 사용하지 않고 나타낼 수 있는 수는 ②, ⑤이다. 어떤 수의 제곱인 수의 제곱근은 근호를 사용하지 않고 나타낼 수 있다.","①, ⑤ ① $ \sqrt{4} $ 는 $4$ 의 양의 제곱근이므로 $2$ 이다. 따라서 $2$ 의 제곱근은 $ \pm \sqrt{2} $ 이다. ② $ \sqrt{\frac{81}{16}} $ 은 $ \frac{81}{16} $ 의 양의 제곱근이므로 $ \frac{9}{4} $ 이다. 따라서 $ \frac{9}{4} $ 의 제곱근은 $ \pm \sqrt{\frac{9}{4}}= \pm \frac{3}{2} $ 이다. ③ $ 0.025=\frac{25}{1000} $ 이므로 분모가 제곱인 수가 아니다. 따라서 $0.025$ 의 제곱근은 $ \pm \sqrt{0.025} $ 이다. ④ $ \frac{2}{7} $ 의 제곱근은 $ \pm \sqrt{\frac{2}{7}} $ 이다. ⑤ $0.49$ 의 제곱근은 $ \pm \sqrt{0.49}= \pm 0.7 $ 이다."
00041_36442,M3_1_01_00041_36442_A.png,"$ -\sqrt{3} $ 은 $ 3 $ 의 음의 제곱근이므로 제곱하면 $ 3 $ 이다. 즉 $ [-\sqrt{3}]^{2}=3   $ $ a>0 $ 일 때, $ -\sqrt{a} $ 는 $ a $ 의 음의 제곱근이므로 $ [-\sqrt{a}]^{2}=a $ 이다.",㉠ $ 3 $ ㉡ $ 3 $ ㉢ $ 3   $
00041_36443,M3_1_01_00041_36443_A.png,"$  \sqrt{6} $ 은 $\boxed{6}$의 양의 제곱근이므로 제곱하면   $\boxed{6}$이다. 즉 $ (\sqrt{6})^{2}=\boxed{6}$  $  a>0 $ 일 때, $ \sqrt{a} $ 는 $ a $ 의 양의 제곱근이므로 $ |\sqrt{a}|^{2}=a $ 이다.",㉠$6$ ㉡$6$ ㉢$6$
00041_36444,M3_1_01_00041_36444_A.png,"$ \sqrt{5} $ 는 $5$ 의 양의 제곱근이므로 제곱하면 $ (\sqrt{5})^{2}=5 $ 이고, $ -\sqrt{2} $ 는 $2$ 의 음의 제곱근이므로 $ [-\sqrt{2})^{2}=2 $ 이다. $ a>0 $ 일 때, $ \sqrt{a} $ 는 $ a $ 의 양의 제곱근, $ -\sqrt{a} $ 는 $ a $ 의 음의 제곱근이므로 $ (\sqrt{a})^{2}=(-\sqrt{a})^{2}=a $ 이다.",㉠ $5$ ㉡ $5$ ㉢ $2$ ㉣ $2$
00041_36445,M3_1_01_00041_36445_A.png,"$ \frac{1}{2} $ 의 $\boxed{양의  제곱근}$은 $ \sqrt{\frac{1}{2}} $ 이므로 $ \left(\sqrt{\frac{1}{2}}\right)^{2}= \boxed{\frac{1}{2}}$ 이다. $0.3$ 의 $\boxed{음의  제곱근}$이 $ -\sqrt{0.3} $ 이므로 $ (-\sqrt{0.3})^{2}=\boxed{0.3}$ 이다. $ a>0 $ 일 때, $ \sqrt{a} $ 는 $ a $ 의 양의 제곱근, $ -\sqrt{a} $ 는 $ a $ 의 음의 제곱근이므로 $ (\sqrt{a})^{2}=(-\sqrt{a})^{2}=a $ 이다.",㉠양의 제곱근 ㉡$ \frac{1}{2} $ ㉢ 음의 제곱근 ㉣$0.3$
00041_36446,M3_1_01_00041_36446_A.png,"$ [\sqrt{3}]^{2}=3, \sqrt{3^{2}}=3 $ 이므로 $ A+B=6 \\ $ $ a>0 $ 일 때, $ \sqrt{a^{2}}=a,(\sqrt{a})^{2}=a $",$ 6 \\ $
00041_36447,M3_1_01_00041_36447_A.png,"② $ \sqrt{(-3)^{2}}=3 $ $ a>0 $ 일 때 $ \sqrt{a^{2}}=a $ 이고, $ a<0 $ 일 때 $ \sqrt{a^{2}}=-a $",②
00041_36449,M3_1_01_00041_36449_A.png,"$ \begin{array}{l}\frac{3 \sqrt{3}}{2} \div \frac{\sqrt{6}}{\sqrt{18}} \times \frac{\sqrt{8}}{\sqrt{45}} \\ =\frac{3 \sqrt{3}}{2} \div \frac{1}{\sqrt{3}} \times \frac{\sqrt{8}}{\sqrt{45}} \\ =\frac{3 \sqrt{3}}{2} \times \sqrt{3} \times \frac{2 \sqrt{2}}{3 \sqrt{5}} \\ =\frac{3 \sqrt{2}}{\sqrt{5}}=\frac{3 \sqrt{2} \sqrt{5}}{\sqrt{5} \sqrt{5}}=\frac{3 \sqrt{10}}{5}\end{array} $  $ \sqrt{a^{2} b}=a \sqrt{b} \quad(a>0, b>0) $ 의 꼴로 나타내고, 나눗셈은 곱셈으로 고쳐서 계산한다.",$ \frac{3 \sqrt{10}}{5} $
00041_36451,M3_1_01_00041_36451_A.png,"직사각형의 넓이는 (가로의 길이)×(세로의 길이)이므로$ \frac{4}{\sqrt{2}} \times \sqrt{5}=\frac{4 \sqrt{5}}{\sqrt{2}}=\frac{4 \sqrt{5} \sqrt{2}}{\sqrt{2} \sqrt{2}}=\frac{4 \sqrt{10}}{2}=2 \sqrt{10}\left[\mathrm{~cm}^{2}\right] $ a>0일 때, $ \frac{b}{\sqrt{a}}=\frac{b \sqrt{a}}{\sqrt{a} \sqrt{a}}=\frac{b \sqrt{a}}{a} $",$ 2 \sqrt{10} \mathrm{~cm}^{2} $
00041_36452,M3_1_01_00041_36452_A.png,"삼각형의 넓이는 $ \frac{1}{2} \times \sqrt{\frac{5}{2}} \times \sqrt{\frac{3}{5}}=\frac{1}{2} \times \frac{\sqrt{5}}{\sqrt{2}} \times \frac{\sqrt{3}}{\sqrt{5}}=\frac{\sqrt{3}}{2 \sqrt{2}} $ $ =\frac{\sqrt{3} \sqrt{2}}{2 \sqrt{2} \sqrt{2}}=\frac{\sqrt{6}}{4}\left(\mathrm{~cm}^{2}\right) $ $ a>0, b>0 $ 일 때, $ \sqrt{\frac{a}{b}}=\frac{\sqrt{a}}{\sqrt{b}} $",$ \frac{\sqrt{6}}{4} \mathrm{~cm}^{2} $
00041_36453,M3_1_01_00041_36453_A.png,$ ( $ 세로의 길이 $ )=\frac{(\text { 직사각형의 넓이) }}{\text { (가로의 길이 })}=\frac{2 \sqrt{3}}{\sqrt{6}}=\frac{2}{\sqrt{2}}=\sqrt{2}(\mathrm{~cm}) $ $ ( $ 직사각형의 넓이)=(가로의 길이) $ \times( $ 세로의 길이)이므로 (세로의 길이 $ )=\frac{(\text { 직사각형의 넓이) }}{\text { (가로의 길이) }} $,$ \sqrt{2} \mathrm{~cm} $
00041_36454,M3_1_01_00041_36454_A.png,"$A=\sqrt{54}-\sqrt{24}+2=3 \sqrt{6}-2 \sqrt{6}+2=\sqrt{6}+2$ ㉠$\sqrt{6}-(\sqrt{6}+2)=-2<0$ 이므로 $\sqrt{6}<\sqrt{6}+2$ ㉡ $2 \sqrt{6}-(\sqrt{6}+2)=\sqrt{6}-2=\sqrt{6}-\sqrt{4}>0=\sqrt{5}-\sqrt{4}>0$ 이므로 $2 \sqrt{6}>\sqrt{6}+2$ ㉢ $(\sqrt{5}+\sqrt{6})-(\sqrt{6}+2)=\sqrt{5}-2$ 이므로 $\sqrt{5}+\sqrt{6}>\sqrt{6}+2$ ㉣$(6-\sqrt{6})-(\sqrt{6}+2)=4-2 \sqrt{6}=\sqrt{16}-\sqrt{24}<0$ 이므로 $6-\sqrt{6}<\sqrt{6}+2 \\$ 두 실수 $ a, b $ 에 대하여 (i) $ a-b>0 $ 이면 $ a>b $ (ii) $ a-b=0 $ 이면 $ a=b $ (iii) $ a-b<0 $ 이면 $ a<b $",$2$개
00041_36455,M3_1_01_00041_36455_A.png,"①  $ (3 \sqrt{2}-1)-(2 \sqrt{2}+3)=\sqrt{2}-4=\sqrt{2}-\sqrt{16}<0 $ 이므로 $ 3 \sqrt{2}-1<2 \sqrt{2}+3 $ ② $ (\sqrt{32}+1)-(2 \sqrt{2}+3)=(4 \sqrt{2}+1)-(2 \sqrt{2}+3)=2 \sqrt{2}-2=\sqrt{8}-\sqrt{4}>0 $ 이므로 $ \sqrt{32}+1>2 \sqrt{2}+3 $ ③ $ (3 \sqrt{8}-2)-(2 \sqrt{2}+3)=(6 \sqrt{2}-2)-(2 \sqrt{2}+3)=4 \sqrt{2}-5=\sqrt{32}-\sqrt{25}>0 $ 이므로 $ 3 \sqrt{8}-2>2 \sqrt{2}+3 $ ④ $ (\sqrt{2}+5)-(2 \sqrt{2}+3)=2-\sqrt{2}=\sqrt{4}-\sqrt{2}>0 $ 이므로 $ \sqrt{2}+5>2 \sqrt{2}+3 $ ⑤ $ (\sqrt{50}-2)-(2 \sqrt{2}+3)=(5 \sqrt{2}-2)-(2 \sqrt{2}+3)=3 \sqrt{2}-5=\sqrt{18}-\sqrt{25}<0 $ 이므로 $ \sqrt{50}-2<2 \sqrt{2}+3 $ 따라서 $ 2 \sqrt{2}+3 $ 보다 작은 수는 ①, ⑤이다.  두 실수 $ a, b $ 에 대하여 (i) $ a-b>0 $ 이면 $ a>b $ (ii) $ a-b=0 $ 이면 $ a=b $ (iii) $ a-b<0 $ 이면 $ a<b $",① ⑤
00041_36457,M3_1_01_00041_36457_A.png,"(1) $ \sqrt{3} (\sqrt{2}+\sqrt{3})=\sqrt{6}+\sqrt{9}=\sqrt{6}+3 $ (2) $ \sqrt{2}(4-\sqrt{8})=4 \sqrt{2}-\sqrt{16}=4 \sqrt{2}-4 $ (3) $ \sqrt{5}(2-\sqrt{5})=2 \sqrt{5}-\sqrt{25}=2 \sqrt{5}-5 $ (4) $ \sqrt{2}(\sqrt{6}+\sqrt{2})=\sqrt{12}+\sqrt{4}=2 \sqrt{3}+2 $    $ \sqrt{a}(\sqrt{b}+\sqrt{c})=\sqrt{a b}+\sqrt{a c} ( $ 단, $ a>0, b>0, c>0) $",(1) $ \sqrt{6}+3 $ (2) $ 4 \sqrt{2}-4 $ (3) $ 2 \sqrt{5}-5 $ (4) $ 2 \sqrt{3}+2 $
00041_36458,M3_1_01_00041_36458_A.png,"(1) $ \sqrt{5}(\sqrt{2}+\sqrt{3})=\sqrt{10}+\sqrt{15} $ (2) $ \sqrt{3}(\sqrt{7}-2)=\sqrt{21}-2 \sqrt{3} $ (3) $ \sqrt{5}(\sqrt{5}+\sqrt{2})=\sqrt{25}+\sqrt{10}=5+\sqrt{10} $ (4) $ \sqrt{2}(\sqrt{8}+3)=\sqrt{16}+3 \sqrt{2}=4+3 \sqrt{2} $  \[\sqrt{a}(\sqrt{b}+\sqrt{c})=\sqrt{a b}+\sqrt{a c} \quad(\text { 단, } a>0, b>0, c>0) \]",(1) $ \sqrt{10}+\sqrt{15} $ (2) $ \sqrt{21}-2 \sqrt{3} $ (3) $ 5+\sqrt{10} $ (4) $ 4+3 \sqrt{2} $
00041_36460,M3_1_01_00041_36460_A.png,(직사각형의 넓이) \[ =\sqrt{5}(\sqrt{3}+\sqrt{5})=\sqrt{15}+\sqrt{25}=\sqrt{15}+5\left(\mathrm{~cm}^{2}\right) \] $($$ 직사각형의 넓이$$)=($$ 가로의 길이$$) \times($$세로의 길이$$)$,\[ \lgroup\sqrt{15}+5\rgroup\ \quad \mathrm{cm}^{2} \]
00041_36461,M3_1_01_00041_36461_A.png,(사다리꼴의 넓이)  $ =\frac{1}{2} \times(\sqrt{15}+\sqrt{24}) \times 2 \sqrt{3}=\sqrt{3}(\sqrt{15}+2 \sqrt{6}) $ $ =\sqrt{45}+2 \sqrt{18}=3 \sqrt{5}+6 \sqrt{2} \left(\mathrm{~cm}^{2}\right) $  (사다리꼴의 넓이) $ =\frac{1}{2} \times\{( $ 웟변의 길이 $ )+( $ 아랫변의 길이 $ )\} \times( $ 높이 $ ) $,$ (6 \sqrt{2}+3 \sqrt{5}) \mathrm{cm}^{2} $
00041_36462,M3_1_01_00041_36462_A.png,큰 정사각형의 넓이는 $4^{2}-4 \times \frac{1}{2} \times 1 \times 3=10$ 이므로 점 $\mathrm{P}$ 의 좌표는 $\sqrt{10}$ 이다. 작은 정사각형의 넓이는 $3^{2}-4 \times \frac{1}{2} \times 1 \times 2=5$ 이므로 점 $\mathrm{Q}$ 의 좌표는 $3+\sqrt{5}$ 이다. 따라서 구하는 값은 $ \sqrt{10}(3+\sqrt{5})=3 \sqrt{10}+\sqrt{50}=3 \sqrt{10}+5 \sqrt{2} $  정사각형의 넓이를 이용하여 한 변의 길이를 구한다.,$3 \sqrt{10}+5 \sqrt{2}$
00041_36463,M3_1_01_00041_36463_A.png,점 $ \mathrm{D} $ 에서 $ \overline{\mathrm{BC}} $ 에 내린 수선의 발을 $ \mathrm{H} $ 라 하면 $ \angle \mathrm{DCH}=45^{\circ} $ 이므로 $ \angle \mathrm{CDH}=45^{\circ} $ \[ \therefore \overline{\mathrm{DH}}=\overline{\mathrm{CH}}=\overline{\mathrm{BC}}-\overline{\mathrm{AD}}=(4 \sqrt{3}+\sqrt{5})-(2 \sqrt{3}+\sqrt{5})=2 \sqrt{3} \] 따라서 사다리꼴의 넓이는 \[ \begin{array}{l} \frac{1}{2} \times\{(2 \sqrt{3}+\sqrt{5})+(4 \sqrt{3}+\sqrt{5})\} \times 2 \sqrt{3} \\ =\sqrt{3}(6 \sqrt{3}+2 \sqrt{5})=18+2 \sqrt{15} \end{array} \] 점 $ \mathrm{D} $ 에서 $ \overline{\mathrm{BC}} $ 에 수선을 그어 생각한다.,\[ 18+2 \sqrt{15} \]
00041_36464,M3_1_01_00041_36464_A.png,"$[밑넓이]=\sqrt{12}[\sqrt{2}+1]=\sqrt{24}+\sqrt{12}=2 \sqrt{6}+2 \sqrt{3}   =[밑면의 둘레의 길이] \times[높이] $ \(=2\{[\sqrt{2}+1]+\sqrt{12}\} \times \sqrt{6}  =2 \sqrt{6}[\sqrt{2}+2 \sqrt{3}+1] =2 \sqrt{12}+4 \sqrt{18}+2 \sqrt{6}  =4 \sqrt{3}+12 \sqrt{2}+2 \sqrt{6} \) \(\therefore \text { [겉넓이 }]  =2[2 \sqrt{6}+2 \sqrt{3}]+[4 \sqrt{3}+12 \sqrt{2}+2 \sqrt{6}]  =4 \sqrt{6}+4 \sqrt{3}+4 \sqrt{3}+12 \sqrt{2}+2 \sqrt{6} =12 \sqrt{2}+8 \sqrt{3}+6 \sqrt{6}\)  $(직육면체의 겉넓이)=(밑넓이) \times 2+( 옆넓이)이고, (옆넓이)=(밑면의 둘레의 길이)×(높이)$",$ 12 \sqrt{2}+8 \sqrt{3}+6 \sqrt{6} $
00041_36465,M3_1_01_00041_36465_A.png,"(1) 제곱근표의 가로줄에서 $1.4$ 를 찾고, 세로줄에서 $8$ 을 찾아 서로 만나는 곳의 수를 읽으면 $1.217$ 이므로 $ \sqrt{1.48}=1.217 $ (2) 제곱근표의 가로줄에서 $35$ 를 찾고, 세로줄에서 $6$ 을 찾아 서로 만나는 곳의 수를 읽으면 $5.967$ 이므로 $ \sqrt{35.6}=5.967 $ (3) 제곱근표의 가로줄에서 $57$ 를 찾고, 세로줄에서 $0$ 을 찾아 서로 만나는 곳의 수를 읽으면 $7.550$ 이므로 $ \sqrt{57}=7.550 $ 근호 안의 수에서 앞의 두 자리의 숫자는 가로줄에서 찾고, 뒤의 한 자리의 숫자는 세로줄에서 찾아 가로줄과 세로줄이 만나는 곳의 수를 읽는다.",(1) $1.217$ (2) $5.967$ (3) $7.550$
00041_36466,M3_1_01_00041_36466_A.png,"제곱근표를 이용하여 값을 구할 때는 근호 안의 수에서 앞의 두 자리의 숫자는 가로줄에서 찾고, 뒤의 한 자리의 숫자는 세로줄에서 찾아 가로줄과 세로줄이 만나는 곳의 수를 읽는다.","\[A=1.311, B=1.857, C=4.147, D=5.874\] $ A $ 는 제곱근표의 가로줄의 1.7 과 세로줄의 2 가 만나는 곳에 있으므로 $ \sqrt{1.72} $ 의 값이다. \[ \therefore A=1.311 \] $ B $ 는 제곱근표의 가로줄의 3.4 와 세로줄의 5 가 만나는 곳에 있으므로 $ \sqrt{3.45} $ 의 값이다. \[ \therefore B=1.857 \] $ C $ 는 제곱근표의 가로줄의 17 과 세로줄의 2 가 만나는 곳에 있으므로 $ \sqrt{17.2} $ 의 값이다. \[ \therefore C=4.147 \] $ D $ 는 제곱근표의 가로줄의 34 와 세로줄의 5 가 만나는 곳에 있으므로 $ \sqrt{34.5} $ 의 값이다. \[ \therefore D=5.874 \]"
00041_36467,M3_1_01_00041_36467_A.png,"제곱근표에서 $4.472$는 $ \sqrt{20} $ 의 값이고, 5.385는 $ \sqrt{29} $ 의 값이므로 $ a=20, b=29 $ 이다. \( \therefore \sqrt{a+b}=\sqrt{20+29}=\sqrt{49}=7 \) 제곱근표에서 주어진 값을 찾아 그 값의 맨 왼쪽과 맨 위쪽에 있는 수를 차례로 읽는다.",$7$
00041_36468,M3_1_01_00041_36468_A.png,"제곱근표에서 $3.950$ 은 $ \sqrt{15.6} $ 의 값이고, $5.831$ 은 $ \sqrt{34} $ 의 값이므로 \( a=15.6, b=34 \text { 이다. } \\ \therefore \sqrt{a+b}=\sqrt{15.6+34}=\sqrt{49.6}=7.043 \) 제곱근표에서 주어진 값을 찾아 그 값의 맨 왼쪽과 맨 위쪽에 있는 수를 차례로 읽는다.",$7.043$
00041_36469,M3_1_01_00041_36469_A.png,"제곱근표에서 $1.612$ 는 $ \sqrt{2.6} $ 의 값이고, $2.449$ 는 $ \sqrt{6} $ 의 값이므로 \[ \begin{array}{l} a=2.6, b=6 \text { 이다. } \\ \therefore \sqrt{a b}=\sqrt{2.6 \times 6}=\sqrt{15.6}=3.950 \end{array} \] 제곱근표에서 주어진 값을 찾아 그 값의 맨 왼쪽과 맨 위쪽에 있는 수를 차례로 읽는다.",$ 3.950 $
00041_36470,M3_1_01_00041_36470_A.png,문제에 제시된 방법대로 계산기를 사용하여 나타난 수를 소수점 아래 넷째 자리에서 반올림하면 $ \begin{array}{l} ①  \sqrt{12}=3.464 \\  ②  \sqrt{32}=5.657 \\  ③  \sqrt{81}=9 \\ ④  \sqrt{200}=14.142 \\ ⑤ \sqrt{250}=15.811\end{array}   $ 문제에 제시한 방법대로 계산기를 사용한다.,③
00041_36471,M3_1_01_00041_36471_A.png,문제에 제시된 방법대로 계산기를 사용하여 나타난 수를 읽으면 ① $ \sqrt{1.01}=1.0049875 \ldots $ ② $ \sqrt{2.25}=1.5 $ ③ $ \sqrt{2.56}=1.6 $ ④ $ \sqrt{2.69}=1.6401219 \ldots $ ⑤ $ \sqrt{8.1}=2.8460498 \ldots   $ 문제에 제시한 방법대로 계산기를 사용한다.,"②, ③"
00041_36472,M3_1_01_00041_36472_A.png,"㉠ $ \sqrt{0.49}=0.7 $ ㉡ $ \sqrt{0.0121}=0.11 $ ㉢$ \sqrt{1.44}=1.2 $ ㉣ $ \sqrt{3.6}=1.897 \ldots $ ㉤ $ \sqrt{6.25}=2.5 $ 따라서 유한소수인 것은 ㉠, ㉡, ㉢, ㉤의 $4$개이다.    문제에 제시한 방법대로 계산기를 사용한다.",$4$개
